PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
Pre-PQ Process,SO-31281,DN-1430,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,25-Sep-09,25-Sep-09,25-Sep-09,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60,9243,235234.35,25.45,0.42,"Aurobindo Unit III, India",Yes,936,2233.61,461.06
Pre-PQ Process,SO-2565,DN-853,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,29-Aug-08,29-Aug-08,29-Aug-08,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,2011,14881.4,7.4,0.12,"Cipla, Goa, India",Yes,6650,36855.6,23.81
FPQ-11546,SO-44520,DN-3060,Guyana,PMO - US,From RDC,N/A - From RDC,Air,18-Apr-13,15-Mar-13,15-Mar-13,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60,182,2358.72,12.96,0.22,Mylan (formerly Matrix) Nashik,No,See DN-3060 (ID#:83121),See DN-3060 (ID#:83121),2.92
FPQ-7085,SO-38741,DN-2322,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,29-Sep-11,29-Aug-11,29-Aug-11,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,73692,608695.92,8.26,0.14,"Aurobindo Unit VII, IN",Yes,21879,8647.16,1004.35
FPQ-14942,SCMS-259075,ASN-32121,South Africa,PMO - US,Direct Drop,DDP,Truck,12-May-15,12-May-15,12-May-15,ARV,Adult,PHARMACY DIRECT,Raltegravir,Isentress,400mg,Tablet,60,1,61.16,61.16,1.02,"MSD, Haarlem, NL",Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.06
FPQ-5303,SCMS-68790,ASN-6911,South Africa,PMO - US,Direct Drop,DDP,Air,7-Jul-10,7-Jul-10,7-Jul-10,ARV,Adult,STRIDES ARCOLAB LIMITED,Lamivudine,Generic,150mg,Tablet,60,303125,779031.25,2.57,0.04,"Strides, Bangalore, India.",Yes,15006,20134.62,1679.59
FPQ-14784,SO-49630,DN-4111,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,31-Mar-15,19-Feb-15,20-Feb-15,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,65000,208650.0,3.21,0.11,"Micro labs, Verna, Goa, India",No,See DN-4111 (ID#:83882),See DN-4111 (ID#:83882),214.49
FPQ-9884,SCMS-149100,ASN-15470,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,7-Dec-12,7-Dec-12,7-Dec-12,ANTM,Malaria,AMSTELFARMA B.V.,Sulfadoxine/Pyrimethamine,Generic,500/25mg,Tablet - FDC,1000,602,15230.6,25.3,0.03,"Micro Labs, Hosur, India",Yes,488,7393.13,21.35
Pre-PQ Process,SO-1299,DN-534,Uganda,PMO - US,From RDC,N/A - From RDC,Air,15-Feb-08,15-Feb-08,15-Feb-08,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,6500,48100.0,7.4,0.12,"Cipla, Goa, India",Yes,667,3609.2,76.96
FPQ-10391,SO-43010,DN-2820,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,26-Oct-12,26-Oct-12,26-Oct-12,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,52770,407384.4,7.72,0.13,Mylan (formerly Matrix) Nashik,Yes,16510,82283.9,571.15
Pre-PQ Process,SO-1225,DN-411,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,1-Nov-07,1-Nov-07,1-Nov-07,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1200,23400.0,19.5,0.32,"Aurobindo Unit III, India",No,See DN-411 (ID#:10631),See DN-411 (ID#:10631),37.44
FPQ-8363,SO-40822,DN-2601,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,19-Apr-12,19-Apr-12,19-Apr-12,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,75000,841500.0,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,10746,22878.26,1388.48
FPQ-5094,SCMS-68480,ASN-7488,Vietnam,PMO - US,Direct Drop,EXW,Air,3-Aug-10,3-Aug-10,3-Aug-10,ARV,Adult,STRIDES ARCOLAB LIMITED,Lamivudine,Generic,150mg,Tablet,60,8738,20534.3,2.35,0.04,"Strides, Bangalore, India.",Yes,420,6683.69,44.27
FPQ-4770,SCMS-60170,ASN-5934,South Africa,PMO - US,Direct Drop,DDP,Truck,28-Dec-09,28-Dec-09,28-Dec-09,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Epivir,150mg,Tablet,60,3200,19098.79,5.97,0.1,GSK Cape Town Factory (South Africa),No,Weight Captured Separately,Freight Included in Commodity Cost,41.18
FPQ-13524,SCMS-226230,ASN-26347,Vietnam,PMO - US,Direct Drop,FCA,Air,2-Jul-14,2-Jul-14,2-Jul-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,30,450,10467.0,23.26,0.78,ABBVIE Ludwigshafen Germany,Yes,56,520.19,10.76
FPQ-15650,SCMS-276390,ASN-31739,Rwanda,PMO - US,Direct Drop,FCA,Air,8-May-15,8-May-15,11-May-15,ARV,Pediatric,SWORDS LABORATORIES,Atazanavir,Reyataz,200mg,Capsule,60,466,18928.92,40.62,0.68,Bristol-Myers Squibb Anagni IT,Yes,69,802.85,22.28
FPQ-13124,SO-47041,DN-3628,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,14-Jun-14,24-Jun-14,14-Jul-14,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,63000,209790.0,3.33,0.11,"Strides, Bangalore, India.",No,See DN-3628 (ID#:83234),See DN-3628 (ID#:83234),215.66
FPQ-10811,SCMS-164550,ASN-18970,Vietnam,PMO - US,Direct Drop,EXW,Air,15-May-13,15-May-13,15-May-13,ARV,Adult,STRIDES ARCOLAB LIMITED,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,14142,119075.64,8.42,0.14,"Strides, Bangalore, India.",Yes,1741,3821.49,147.3
FPQ-15692,SCMS-274370,ASN-32261,Vietnam,PMO - US,Direct Drop,EXW,Air,13-Jul-15,13-Jul-15,14-Jul-15,ARV,Adult,HETERO LABS LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,17760,177600.0,10.0,0.33,Hetero Unit III Hyderabad IN,Yes,2516,3809.94,209.04
FPQ-12619,SO-46100,DN-3409,Guyana,PMO - US,From RDC,N/A - From RDC,Air,31-Dec-13,30-Nov-13,23-Dec-13,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240,49,416.99,8.51,0.04,"Aurobindo Unit III, India",No,See DN-3409 (ID#:84306),See DN-3409 (ID#:84306),0.52
FPQ-4659,SO-35590,DN-1868,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,30-Jun-10,21-Jun-10,21-Jun-10,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,50mg,Capsule,30,1596,3575.04,2.24,0.07,"Aurobindo Unit III, India",No,See DN-1868 (ID#:83435),See DN-1868 (ID#:83435),7.71
FPQ-9911,SO-42090,DN-2670,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,8-Jun-12,1-Jun-12,1-Jun-12,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240,1004,8534.0,8.5,0.04,"Cipla, Goa, India",Yes,1,3253.88,11.96
FPQ-13102,SCMS-212690,ASN-24552,Nigeria,PMO - US,Direct Drop,EXW,Air,14-Apr-14,14-Apr-14,15-Apr-14,ARV,Adult,Aurobindo Pharma Limited,Zidovudine,Generic,300mg,Tablet,60,25932,140810.76,5.43,0.09,"Aurobindo Unit III, India",Yes,1548,11663.16,144.75
FPQ-12590,SCMS-210510,ASN-24412,Haiti,PMO - US,Direct Drop,EXW,Ocean,9-May-14,9-May-14,12-May-14,ARV,Adult,HETERO LABS LIMITED,Nevirapine,Generic,200mg,Tablet,60,10725,23595.0,2.2,0.04,Hetero Unit III Hyderabad IN,No,See ASN-24412 (ID#:64757),See ASN-24412 (ID#:64757),29.19
FPQ-13973,SCMS-238553,ASN-28021,South Africa,PMO - US,Direct Drop,DDP,Truck,28-Aug-14,28-Aug-14,28-Aug-14,ARV,Adult,PHARMACY DIRECT,Zidovudine,Generic,300mg,Tablet,60,11,274.5,24.95,0.42,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.28
FPQ-10287,SCMS-156260,ASN-17696,Vietnam,PMO - US,Direct Drop,EXW,Air,30-Jan-13,30-Jan-13,30-Jan-13,ARV,Pediatric,MICRO LABS LIMITED,Efavirenz,Generic,50mg,Capsule,30,1760,3555.2,2.02,0.07,"Micro labs, Verna, Goa, India",Yes,126,798.95,4.98
FPQ-7175,SCMS-103700,ASN-12628,South Africa,PMO - US,Direct Drop,DDP,Ocean,7-Dec-11,7-Dec-11,7-Dec-11,ARV,Adult,HETERO LABS LIMITED,Efavirenz,Generic,600mg,Tablet,30,92500,435675.0,4.71,0.16,Hetero Unit III Hyderabad IN,Yes,7878,8134.37,718.86
FPQ-9577,SCMS-145530,ASN-16123,Vietnam,PMO - US,Direct Drop,EXW,Air,9-Oct-12,9-Oct-12,9-Oct-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,41296,185419.04,4.49,0.15,Mylan (formerly Matrix) Nashik,No,See ASN-16123 (ID#:20371),See ASN-16123 (ID#:20371),259.96
FPQ-4381,SCMS-57280,ASN-6443,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,16-Apr-10,16-Apr-10,16-Apr-10,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,3600,181440.0,50.4,1.68,"MSD, Haarlem, NL",Yes,402,1924.57,355.62
Pre-PQ Process,SO-2478,DN-981,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,7-Nov-08,7-Nov-08,7-Nov-08,ARV,Pediatric,SCMS from RDC,Didanosine,Generic,100mg,Chewable/dispersible tablet,60,4200,32550.0,7.75,0.13,"Aurobindo Unit III, India",Yes,867,2938.92,63.8
Pre-PQ Process,SCMS-41586,ASN-4387,South Africa,PMO - US,Direct Drop,DDP,Air,25-Jun-09,15-Apr-09,15-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,Nevirapine,Generic,10mg/ml,Oral suspension,240,150,1407.0,9.38,0.04,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,2.76
FPQ-8383,SO-40741,DN-2400,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,19-Jan-12,4-Nov-11,4-Nov-11,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,10015,89834.55,8.97,0.3,Mylan (formerly Matrix) Nashik,Yes,819,2882.6,148.23
Pre-PQ Process,SO-21050,DN-1244,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,16-Jun-09,16-Jun-09,16-Jun-09,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,1140,3306.0,2.9,0.05,"Aurobindo Unit III, India",No,See DN-1244 (ID#:11048),See DN-1244 (ID#:11048),6.48
FPQ-4471,SO-33590,DN-1628,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,14-Apr-10,14-Apr-10,14-Apr-10,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,10000,57800.0,5.78,0.19,"Aurobindo Unit III, India",Yes,2156,3423.25,113.29
FPQ-12522,SCMS-199283,ASN-27978,South Africa,PMO - US,Direct Drop,DDP,Truck,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,Lamivudine,Generic,10mg/ml,Oral solution,240,13,103.95,8.0,0.03,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.13
Pre-PQ Process,SO-21781,DN-1130,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,24-Mar-09,24-Mar-09,24-Mar-09,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,143,3753.75,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,14,6443.61,7.36
Pre-PQ Process,SO-1876,DN-707,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,22-May-08,22-May-08,22-May-08,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,39000,288600.0,7.4,0.12,"Cipla, Goa, India",Yes,7719,6260.71,461.76
FPQ-5303,SCMS-68860,ASN-6937,South Africa,PMO - US,Direct Drop,DDP,Air,1-Jun-10,1-Jun-10,1-Jun-10,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,30,53957,251979.19,4.67,0.16,"Aurobindo Unit III, India",Yes,4565,6105.83,543.27
FPQ-4509,SCMS-56640,ASN-6775,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,7-May-10,7-May-10,7-May-10,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,50mg,Chewable/dispersible tablet,60,1888,17936.0,9.5,0.16,"BMS Meymac, France",Yes,368,824.37,38.67
FPQ-6891,SO-38540,DN-2153,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,20-Apr-11,10-Jun-11,10-Jun-11,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,859,5643.63,6.57,0.22,"Aurobindo Unit III, India",Yes,12232,60010.73,9.31
Pre-PQ Process,SO-21782,DN-1144,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,24-Mar-09,24-Mar-09,24-Mar-09,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,37666,988732.5,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,3273,6443.63,1937.92
Pre-PQ Process,SO-1288,DN-445,Haiti,PMO - US,From RDC,N/A - From RDC,Air,22-Jan-08,22-Jan-08,22-Jan-08,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240,2000,3940.0,1.97,0.01,"Aurobindo Unit III, India",Yes,4213,38515.8,6.3
FPQ-5303,SCMS-68950,ASN-7101,South Africa,PMO - US,Direct Drop,DDP,Air,11-Jun-10,11-Jun-10,11-Jun-10,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60,67120,169813.6,2.53,0.04,"Aurobindo Unit III, India",Yes,3230,4116.81,366.12
FPQ-11254,SO-44142,DN-3359,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,20-Nov-13,4-Oct-13,29-Oct-13,ARV,Pediatric,SCMS from RDC,Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,30,6000,24000.0,4.0,0.13,Mylan (formerly Matrix) Nashik,Yes,243,2180.32,29.69
FPQ-14111,SO-48770,DN-3948,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,15-Oct-14,14-Oct-14,20-Oct-14,ARV,Pediatric,SCMS from RDC,Abacavir/Lamivudine,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,8953,45570.77,5.09,0.08,"Cipla, Patalganga, India",Yes,805,6220.48,46.85
FPQ-14942,SCMS-259078,ASN-33470,South Africa,PMO - US,Direct Drop,DDP,Truck,24-Jul-15,24-Jul-15,24-Jul-15,ARV,Adult,PHARMACY DIRECT,Efavirenz,Generic,600mg,Tablet,30,47,568.37,12.09,0.4,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.58
FPQ-3560,SCMS-49641,ASN-5136,South Africa,PMO - US,Direct Drop,DDP,Truck,5-Aug-09,5-Aug-09,5-Aug-09,ARV,Pediatric,S. BUYS WHOLESALER,Abacavir,Ziagen,20mg/ml,Oral solution,240,599,11964.63,19.97,0.08,GSK Mississauga (Canada),Yes,Weight Captured Separately,Freight Included in Commodity Cost,23.45
Pre-PQ Process,SCMS-45080,ASN-4420,Vietnam,PMO - US,Direct Drop,EXW,Air,10-Jul-09,10-Jul-09,10-Jul-09,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60,18000,43200.0,2.4,0.04,"Aurobindo Unit III, India",No,See ASN-4420 (ID#:1183),See ASN-4420 (ID#:1183),84.67
FPQ-11153,SCMS-171920,ASN-18279,Uganda,PMO - US,Direct Drop,EXW,Air,5-Mar-13,5-Mar-13,5-Mar-13,ARV,Pediatric,Aurobindo Pharma Limited,Efavirenz,Generic,50mg,Capsule,30,196,439.04,2.24,0.07,"Aurobindo Unit III, India",Yes,12,917.35,0.54
FPQ-9636,SCMS-148370,ASN-16472,Haiti,PMO - US,Direct Drop,EXW,Ocean,20-Dec-12,20-Dec-12,20-Dec-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Abacavir,Generic,300mg,Tablet,60,2610,32598.9,12.49,0.21,Mylan (formerly Matrix) Nashik,No,See ASN-16472 (ID#:20383),See ASN-16472 (ID#:20383),45.7
FPQ-8476,SO-40950,DN-2657,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,1-Jun-12,28-May-12,28-May-12,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,150000,2440500.0,16.27,0.54,Mylan (formerly Matrix) Nashik,Yes,17001,6079.27,4026.82
FPQ-13628,SO-49880,DN-3966,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,31-Oct-14,17-Oct-14,7-Nov-14,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,5905,21376.1,3.62,0.12,Hetero Unit III Hyderabad IN,Yes,599,2440.19,21.97
Pre-PQ Process,SCMS-41160,ASN-3760,South Africa,PMO - US,Direct Drop,DDP,Air,1-Apr-09,26-Nov-08,26-Nov-08,ARV,Pediatric,S. BUYS WHOLESALER,Lamivudine,Epivir,10mg/ml,Oral solution,240,156,845.52,5.42,0.02,GSK Mississauga (Canada),No,See ASN-3760 (ID#:5049),See ASN-3760 (ID#:5049),1.66
FPQ-13973,SCMS-238552,ASN-27608,South Africa,PMO - US,Direct Drop,DDP,Truck,5-Aug-14,5-Aug-14,5-Aug-14,ARV,Pediatric,PHARMACY DIRECT,Atazanavir,Reyataz,150mg,Capsule,60,6,132.03,22.0,0.37,"BMS Evansville, US",No,Weight Captured Separately,Freight Included in Commodity Cost,0.14
FPQ-8840,SO-41138,DN-2500,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,10-Feb-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,341,879.78,2.58,0.04,"Strides, Bangalore, India.",No,See DN-2500 (ID#:82436),See DN-2500 (ID#:82436),1.23
FPQ-4378,SO-34414,DN-1676,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,9-Mar-10,10-Mar-10,10-Mar-10,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90,769,7743.83,10.07,0.11,"Aurobindo Unit III, India",Yes,93,4519.96,15.18
Pre-PQ Process,SCMS-41230,ASN-3758,South Africa,PMO - US,Direct Drop,DDP,Air,1-Apr-09,11-Feb-09,11-Feb-09,ARV,Adult,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,400,8692.0,21.73,0.72,"Aspen-OSD, Port Elizabeth, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,17.04
FPQ-7162,SO-38800,DN-2329,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,5-Aug-11,24-Aug-11,24-Aug-11,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,47312,199656.64,4.22,0.14,Mylan (formerly Matrix) Nashik,Yes,20230,79938.08,329.43
FPQ-13107,SO-46850,DN-3713,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,30-May-14,28-May-14,11-Jun-14,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,45950,372654.5,8.11,0.14,Hetero Unit III Hyderabad IN,Yes,6061,6901.96,383.09
FPQ-7162,SO-39330,DN-2192,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,11-May-11,24-May-11,24-May-11,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14893,123016.18,8.26,0.14,"Aurobindo Unit III, India",No,See DN-2192 (ID#:85184),See DN-2192 (ID#:85184),202.98
FPQ-12806,SCMS-206520,ASN-23388,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,10-Jan-14,10-Jan-14,10-Jan-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,4400,26136.0,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,505,5335.6,32.33
FPQ-10556,SO-43200,DN-2922,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,6-Dec-12,20-Nov-12,20-Nov-12,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,25,169.0,6.76,0.11,Hetero Unit III Hyderabad IN,Yes,1,5220.79,0.24
FPQ-6801,SO-38210,DN-2408,Haiti,PMO - US,From RDC,N/A - From RDC,Air,31-Oct-11,8-Nov-11,8-Nov-11,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240,2848,5553.6,1.95,0.01,"Aurobindo Unit III, India",Yes,1066,10794.84,9.16
FPQ-13967,SO-48420,DN-4159,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,31-Mar-15,17-Mar-15,19-Mar-15,ARV,Pediatric,SCMS from RDC,Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,6180,24411.0,3.95,0.07,"Aurobindo Unit III, India",No,See DN-4159 (ID#:83316),See DN-4159 (ID#:83316),25.09
FPQ-5648,SCMS-75750,ASN-9177,South Africa,PMO - US,Direct Drop,DDP,Ocean,1-Feb-11,1-Feb-11,1-Feb-11,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,30,64260,289812.6,4.51,0.15,"Aurobindo Unit III, India",Yes,5623,630.5,624.84
FPQ-6428,SO-37620,DN-2050,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,19-Nov-10,8-Nov-10,8-Nov-10,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,500,3605.0,7.21,0.12,"Aurobindo Unit III, India",No,See DN-2050 (ID#:82926),See DN-2050 (ID#:82926),7.77
FPQ-6818,SCMS-97820,ASN-10345,Vietnam,PMO - US,Direct Drop,EXW,Air,13-Apr-11,13-Apr-11,13-Apr-11,ARV,Adult,STRIDES ARCOLAB LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,9377,50542.03,5.39,0.09,"Strides, Bangalore, India.",Yes,692,8494.45,83.39
FPQ-4185,SCMS-54140,ASN-5318,Uganda,PMO - US,Direct Drop,FCA,Air,4-Nov-09,4-Nov-09,4-Nov-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,60,2169.6,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,36,814.04,4.25
Pre-PQ Process,SO-31360,DN-1287,Uganda,PMO - US,From RDC,N/A - From RDC,Air,22-Jun-09,22-Jun-09,22-Jun-09,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,7300,50005.0,6.85,0.23,"Aurobindo Unit III, India",No,See DN-1287 (ID#:11055),See DN-1287 (ID#:11055),98.01
FPQ-4107,SCMS-53520,ASN-6395,Mozambique,PMO - US,Direct Drop,CIP,Air,19-Mar-10,19-Mar-10,19-Mar-10,ARV,Adult,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Ritonavir,Norvir,100mg,Capsule,84,520,5366.4,10.32,0.12,ABBVIE (Abbott) France,Yes,149,Freight Included in Commodity Cost,10.52
FPQ-9749,SO-42370,DN-2970,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,31-Jan-13,25-Jan-12,25-Jan-13,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,9577,92130.74,9.62,0.16,"Aurobindo Unit III, India",Yes,6889,24138.35,129.17
FPQ-6185,SCMS-84411,ASN-9660,Rwanda,PMO - US,Direct Drop,CIP,Air,9-Feb-11,9-Feb-11,9-Feb-11,ARV,Adult,CIPLA LIMITED,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,11440,392392.0,34.3,0.29,Cipla Ltd A-42 MIDC Mahar. IN,No,Weight Captured Separately,Freight Included in Commodity Cost,846.0
FPQ-4273,SO-33700,DN-1828,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,17-May-10,11-May-10,11-May-10,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,27440,240374.4,8.76,0.15,"Aurobindo Unit III, India",Yes,2475,4964.27,471.13
Pre-PQ Process,SO-2575,DN-737,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,14-May-08,14-May-08,14-May-08,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,16610,220580.8,13.28,0.22,"Cipla, Goa, India",No,See DN-737 (ID#:11533),See DN-737 (ID#:11533),352.93
FPQ-5094,SCMS-68580,ASN-7284,Vietnam,PMO - US,Direct Drop,EXW,Air,21-Jul-10,21-Jul-10,21-Jul-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz,Generic,600mg,Tablet,30,63421,272710.3,4.3,0.14,Mylan (formerly Matrix) Nashik,Yes,5101,13241.08,587.96
FPQ-10545,SO-43122,DN-3111,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,31-May-13,9-May-13,9-May-13,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1980,7999.2,4.04,0.13,Mylan (formerly Matrix) Nashik,Yes,126,1382,11.21
